Gene,label,HIPred_haploinsufficiency,Effect_DBP_Median,Effect_PP_Median,Effect_SBP_Median,ExomiserScore_DecreasedBP_MultiHPOTerms,ExomiserScore_IncreasedBP_MultiHPOTerms,SDI_essentiality,SDI_Drug_Probability,humancellsensitivity,humancellspecificity,mousecellsensitivity,mousecellspecificity,panglao_ubiquitousness_index,gene_damage_index_score,GDI_Phred,huge_htn_bioindex,pLI_exac,RVIS_genic_intolerance,AdiposeSubcutaneous_GTExTPM,AdiposeVisceralOmentum_GTExTPM,AdrenalGland_GTExTPM,ArteryAorta_GTExTPM,ArteryCoronary_GTExTPM,ArteryTibial_GTExTPM,Bladder_GTExTPM,BrainAmygdala_GTExTPM,BrainAnteriorcingulatecortexBA24_GTExTPM,BrainCaudatebasalganglia_GTExTPM,BrainCerebellarHemisphere_GTExTPM,BrainCerebellum_GTExTPM,BrainCortex_GTExTPM,BrainFrontalCortexBA9_GTExTPM,BrainHippocampus_GTExTPM,BrainHypothalamus_GTExTPM,BrainNucleusaccumbensbasalganglia_GTExTPM,BrainPutamenbasalganglia_GTExTPM,BrainSpinalcordcervicalc1_GTExTPM,BrainSubstantianigra_GTExTPM,BreastMammaryTissue_GTExTPM,CellsCulturedfibroblasts_GTExTPM,CellsEBVtransformedlymphocytes_GTExTPM,CervixEctocervix_GTExTPM,CervixEndocervix_GTExTPM,ColonSigmoid_GTExTPM,ColonTransverse_GTExTPM,EsophagusGastroesophagealJunction_GTExTPM,EsophagusMucosa_GTExTPM,EsophagusMuscularis_GTExTPM,FallopianTube_GTExTPM,HeartAtrialAppendage_GTExTPM,HeartLeftVentricle_GTExTPM,KidneyCortex_GTExTPM,KidneyMedulla_GTExTPM,Liver_GTExTPM,Lung_GTExTPM,MinorSalivaryGland_GTExTPM,MuscleSkeletal_GTExTPM,NerveTibial_GTExTPM,Ovary_GTExTPM,Pancreas_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,SkinNotSunExposedSuprapubic_GTExTPM,SkinSunExposedLowerleg_GTExTPM,SmallIntestineTerminalIleum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Testis_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Vagina_GTExTPM,WholeBlood_GTExTPM
GGNBP1,least likely,,-0.0012,-0.0447,-0.056,0.0,0.0,1.9994798,0.071954774,0.0331754,0.0,0.871951,0.00077816,0.008,24.37073,0.80177,,,,0.0,0.0,0.0175397,0.0,0.0,0.0,0.0208886,0.13688,0.488818,0.0378653,0.0234461,0.0239395,0.261691,0.265195,0.0923271,0.0491161,0.055593,0.0333127,0.0,0.0197646,0.0,0.0,0.378641,0.0,0.0,0.0,0.0280647,0.0,0.0,0.0,0.0,0.0,0.0,0.0201991,0.0223356,0.0,0.0371854,0.0191879,0.0,0.0304944,0.0337953,0.0,0.0569535,0.0,0.0,0.0,0.0928122,0.167554,0.0,6.04134,0.111385,0.0,0.0,0.0193832
BIRC8,least likely,0.111908376,0.00585,0.0163,0.01175,0.500116999,0.500029731,1.86907763,0.069192978,,,,,,170.60625,2.84901,1.0,6.54e-07,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1258,0.0,0.0,0.0,0.0
OR10J3,least likely,0.123297259,-0.002,0.0096,-0.0007,0.500000131,0.500000007,0.0,0.051636578,,,,,,992.93356,6.07198,,0.001039428,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF286B,least likely,0.186891869,-0.0011,-0.0152,-0.0058,0.0,0.0,0.0,0.053038083,,,,,,6652.48026,17.27843,,0.003746029,,0.656277,0.636744,0.478589,1.01997,0.931812,0.77666,1.09867,0.51983,0.628191,0.558668,4.2524,3.35655,0.718256,0.859574,0.573735,0.809637,0.608185,0.46727,0.706788,0.541342,0.799087,0.93444,0.589235,2.17767,1.98535,1.04959,0.623413,1.01103,0.46868,0.940578,1.28137,0.324916,0.145201,0.36113,0.904861,0.134173,0.768656,0.601913,0.190387,1.38905,2.09448,0.2291,1.07495,1.2298,0.838232,0.79012,0.822063,0.823156,0.344589,0.911304,0.972584,2.06976,1.32249,0.076501
COLCA1,least likely,0.179693475,-0.0002,-0.01015,-0.00985,,,1.84815186,0.070124777,,,,,,40.69872,1.19247,,0.02661554,,0.722561,0.448911,0.348803,1.0208,0.968874,0.842139,5.9539,0.562034,0.727643,1.16984,0.221832,0.289524,0.753223,0.729581,0.658146,0.606947,1.15265,0.855186,0.317533,0.364072,1.26518,0.0330336,0.50074,1.59272,1.46252,2.76527,2.46195,1.15174,2.69537,1.26957,10.8175,0.118124,0.141394,2.49057,7.07442,0.338163,3.86573,12.1229,0.188529,3.18451,3.17367,1.35544,0.475412,27.7594,0.260329,0.285237,2.32154,0.557303,22.6152,2.30677,4.4804,3.78389,3.63112,0.0192248
CLLU1,least likely,0.146139458,0.0165,0.0209,0.0428,,,0.0,0.053355798,,,,,,328.75219,3.85475,,0.041368284,,0.0,0.0,0.0,0.0,0.0181146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00529325,0.0,0.264654,0.0,0.0,0.0,0.0,0.0,0.0331275,0.0,0.0,0.0121861,0.0,0.0,0.0430401,0.0,0.0,0.0568787,0.0169773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00939994,0.0231202,0.0,0.0119005,0.0195251,0.0,0.0278678,0.0
OFCC1,least likely,,0.001,-0.00115,-0.0009,0.0,0.0,,,,,,,,2022.19175,8.27431,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00901221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00970121,0.0107325,0.0,0.0,0.0,0.814621,0.0,0.0,0.0,0.0
UBBP4,least likely,0.18980889,-0.0169,-0.00415,-0.02,,,,,,,,,,3342.56634,11.07485,,0.061068295,,1.88015,2.01532,2.84593,2.7036,2.51466,2.83089,2.14855,2.26779,2.31082,1.87636,2.07533,2.02435,2.47557,2.93571,2.13898,3.21972,2.23215,1.62845,8.92305,3.17149,1.88607,2.06883,2.85659,2.2534,1.90916,2.36928,1.96274,2.21072,1.20858,2.09139,1.95166,1.55833,1.15326,1.91798,1.45881,2.09571,2.66202,1.7844,2.11387,1.35517,1.99616,0.984458,3.5156,2.19076,1.54756,1.41122,1.90705,2.32975,2.13501,105.313,2.76906,2.1991,1.84151,3.5196
PRR21,least likely,0.237914741,-0.0014,-0.0033,-0.0029,,,,,,,,,,2739.14281,9.86619,,0.003652752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0634489,0.0,0.0,0.0,0.0
C9orf163,least likely,0.153042644,-0.0358,0.0126,0.0327,,,,,,,,,,,,,0.055046603,0.15,0.101583,0.0886608,0.358823,0.271373,0.296291,0.183119,0.288352,0.355936,0.516107,0.711835,1.82157,1.89566,0.822196,0.724631,0.492394,0.567324,0.85636,0.444958,0.265642,0.219628,0.186637,0.185427,0.288181,0.225029,0.230332,0.280527,0.390871,0.410518,0.574811,0.438933,0.656346,0.0537294,0.0592585,0.575339,0.953132,0.51919,0.500787,0.797908,0.132313,0.223607,0.240463,0.364084,3.76257,0.781653,0.277962,0.357025,0.601668,0.596798,0.564188,5.93235,2.33573,0.331416,0.285414,0.0546352
KIR3DX1,least likely,,-0.00195,-0.003,-0.0069,,,,,,,,,,217.91688,3.19122,,,,0.0553664,0.0536484,0.0715515,0.0153643,0.0159509,0.0110142,0.0149084,0.0523548,0.0309361,0.0754101,0.0253024,0.0197254,0.03211,0.0373358,0.0518332,0.0615369,0.087407,0.0635275,0.1231,0.120199,0.0430788,0.0,0.978169,0.00967073,0.0277213,0.00894685,0.0212131,0.0107614,0.00791488,0.0109259,0.0436244,0.0150683,0.00807139,0.0135669,0.0146914,0.0314596,0.297019,0.0235865,0.0103261,0.0187374,0.0145555,0.00537298,0.0218519,0.0124256,0.00652059,0.00880246,0.0143679,0.603065,0.0106359,0.371277,0.0443759,0.0270293,0.0172983,0.88981
TMEM78,least likely,,-0.0086,0.0003,0.0016,,,,,,,,,,1255.60773,6.68075,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273092,0.0243042,0.0271038,0.0471678,0.0673999,0.0281751,0.0286698,0.0252238,0.0203206,0.0286443,0.0226372,0.0223093,0.0172663,0.0206863,0.0,0.0,0.022561,0.055428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251949,0.0,0.0,0.0577249,0.0192901,0.0433281,0.0,0.0253238,0.0,0.0476609,0.0,0.0,0.0,0.0,0.0,0.130451,0.0348117,0.0,0.0,0.0
FAM182B,least likely,,0.0495,0.02575,0.0871,,,,,,,,,,26.25882,0.85119,,,,0.317696,0.280165,0.299508,0.560694,0.577308,0.466733,0.378811,1.31453,1.52043,1.74842,5.52802,6.48265,2.04027,2.11431,1.41663,1.9694,1.97143,1.25799,1.04978,1.16382,0.429447,0.110042,0.0912101,1.08563,1.39238,0.504098,0.210025,0.517781,0.484774,0.461852,1.38335,0.251735,0.126044,0.205122,0.270178,0.0563413,0.606588,0.279775,0.124129,1.27563,1.37256,0.142951,2.63536,0.736342,1.82127,2.56548,0.16496,0.22025,0.221565,11.3845,1.20739,0.848913,0.85636,0.0321604
LOH12CR2,least likely,,0.046,0.06805,0.10925,,,,,,,,,,306.16498,3.72508,,,,2.22431,1.45509,1.92351,2.98573,2.77939,3.43843,2.22469,6.40793,6.15371,6.14176,2.86302,2.88998,5.85023,6.50907,5.48701,6.0113,6.78565,5.55694,8.52736,6.21024,2.15146,1.5539,0.673345,1.89951,2.11772,3.43857,1.47144,3.53889,0.538088,3.97693,3.12986,1.61188,0.965988,1.57479,2.75394,0.661395,1.40061,1.09076,0.623049,5.41599,3.008,0.933692,4.59853,2.81307,0.597282,0.669852,0.992883,1.08924,1.50641,1.77758,2.94741,3.59666,1.07122,0.359423
PAXIP1-AS2,least likely,0.146139458,,,,,,,,,,,,,12.66462,0.46207,,0.09168088,,3.9103,3.84676,3.6798,3.70321,4.22865,3.90524,4.36459,1.23718,1.35138,1.85444,9.09067,8.4155,1.56104,1.46183,1.06774,1.17867,1.62869,1.39764,1.4836,1.42819,4.29288,4.80882,5.85594,5.50646,6.30506,4.15929,2.93992,3.91954,1.8298,3.6197,6.80789,1.54589,0.751052,2.14843,2.31304,1.77775,4.39702,2.82114,0.804918,5.06538,7.67503,1.36281,5.45897,4.92059,2.41557,2.03451,3.78022,4.57562,2.83191,3.20924,4.87454,6.27736,4.39795,0.691576
RP11-176H8.1,least likely,0.111908376,,,,,,,,,,,,,15.82022,0.56301,,0.172135497,,5.00293,3.8995,1.52735,4.03068,4.61297,4.45853,2.80632,3.13195,2.41978,3.10814,2.06206,2.07029,2.11972,2.5123,3.10574,3.10319,3.33643,3.13268,3.73676,3.81668,4.24655,1.6977,1.85989,4.16356,2.77589,3.10501,1.56022,2.99104,2.10794,2.97182,4.22246,2.18891,1.08471,1.44474,1.954,0.937063,2.2165,1.82023,2.59195,6.9486,3.34863,0.796664,4.15237,2.57654,1.81374,2.00517,1.27656,1.96694,1.34485,6.02111,3.08203,3.64308,2.24892,0.157624
RP11-113D6.10,least likely,0.138881207,,,,,,,,,,,,,1931.58427,8.08594,,0.34890553,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160106,0.0137288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00561218,0.0182137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8851,0.0,0.0,0.0,0.0
PTCHD3,least likely,0.123297259,0.001,-0.0001,-0.0031,0.0,0.0,1.9999034,0.070722998,,,,,,5927.22826,15.99359,1.0,6.38e-11,3.16,0.276266,0.45993,0.0,0.0,0.0396985,0.0,0.0262731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439041,0.0,0.0,0.0776121,0.0866453,0.0447356,0.0197123,0.0261034,0.040461,0.0320762,0.0958237,0.0,0.0,0.0,0.0,0.0,0.0343194,0.0246362,0.0,0.0,0.00740858,0.518651,0.0,0.0232019,0.0777194,0.0939223,0.0239772,0.161329,0.0153141,3.8955,0.187161,0.0,0.0941494,0.0
BRI3BP,least likely,0.42872709,0.00415,-0.0009,-0.0005,0.0,0.0,2.94081132,0.080466105,,,,,,23.69353,0.78365,1.0,0.125132505,-0.36,2.83105,3.31993,2.87851,4.76182,4.07322,2.45605,2.77386,8.05239,12.6324,9.38791,20.4625,15.7255,11.6859,18.2987,7.95114,10.1388,12.0883,7.30477,13.1499,8.37081,3.30835,8.01932,49.4382,3.01459,3.47466,2.0667,11.204,2.0676,12.6571,1.95413,3.40762,1.7382,1.39313,3.5751,5.72383,4.37406,4.21996,4.12151,0.871298,3.09731,2.27737,3.85047,5.83737,3.62721,9.50321,7.56277,15.0127,8.82672,6.82981,4.26135,5.29288,3.23001,6.65809,2.23634
SACM1L,least likely,0.693781972,-0.0053,-0.0037,-0.0123,0.500518989,0.500007495,5.31521218,0.112123056,,,,,,29.43851,0.94154,,0.721901743,-0.42,25.2817,23.8427,24.0012,29.129,28.6062,29.2663,28.0495,11.3913,14.3884,13.3979,34.5665,27.8101,16.0131,23.4506,11.6552,17.6588,13.7265,10.4394,20.1971,14.8915,25.0265,31.5161,25.9219,34.9714,36.4624,24.1327,21.7907,24.3571,18.457,23.7537,28.7388,10.6105,6.78633,13.0901,18.5736,10.4166,31.9132,22.2165,6.84177,35.1134,25.6401,10.0746,31.6323,26.1842,20.4893,19.8635,25.2778,29.2248,21.7519,17.804,43.3149,34.7856,26.9752,8.862
LDHB,least likely,0.561718941,0.0046,0.0086,0.01865,0.520848798,0.50414018,5.91252779,0.120383642,,,,,,57.25382,1.52454,,2.03e-05,-0.25,435.051,398.926,409.089,303.242,315.546,364.091,470.536,367.162,472.822,428.355,531.25,489.257,508.023,594.142,294.619,456.557,447.666,380.635,383.889,476.937,293.28,738.488,1127.89,339.895,376.903,370.519,227.756,413.357,140.54,410.725,364.696,596.174,873.758,622.262,786.406,11.9977,280.958,114.052,128.27,296.679,506.607,169.47,186.419,242.826,78.2571,78.6734,177.165,194.832,384.279,143.991,331.57,351.542,212.91,74.2765
METTL13,least likely,0.49568212,0.0137,-0.0102,0.0079,0.0,0.0,,,,,,,,3322.76582,11.02115,,0.00133198,-0.66,16.8015,14.518,19.354,16.0624,14.7707,13.4549,17.4782,5.88707,7.43199,7.69335,21.7613,18.9789,11.2938,12.1473,5.55183,7.32486,8.12636,6.4007,8.96755,6.92473,17.2336,34.8662,34.5619,21.2608,22.7471,14.0079,14.413,14.8825,14.7212,15.7049,20.4469,6.78836,6.62912,7.3992,12.7995,7.08001,16.7924,16.4043,11.0235,22.2134,17.9079,6.59795,10.8081,16.3071,17.7148,19.457,16.148,19.6314,13.0951,32.1318,17.5477,22.4574,18.0383,5.24399
PRNT,least likely,0.179693475,-0.00475,0.0023499999999999,-0.00045,,,0.0,0.052540639,,,,,,6.95921,0.25941,,0.105498859,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6821,0.0,0.0,0.0,0.0
FMO6P,least likely,0.170125708,-0.00255,0.0007,-0.00445,0.0,0.0,,,,,,,,580.33047,4.88346,,0.376800998,,0.218576,0.120368,0.0420816,0.168968,0.145409,0.142042,0.0190601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184702,0.246611,0.0,0.0,0.0345074,0.0269951,0.0170975,0.102867,0.0419607,0.0879986,0.123427,0.0310371,0.0186218,0.0454932,0.0142925,0.029309,0.419391,3.18546,0.027583,0.150351,0.0,0.0,0.0882329,0.155233,0.100685,0.154079,0.0602331,0.0,1.42602,0.0477606,0.0376396,0.038857,0.0203643,0.0
MDS2,least likely,0.179693475,0.0042,0.0161,0.017,,,0.0,0.053038083,,,,,,3048.37206,10.49529,,0.042965573,,0.0708435,0.0498867,0.0374725,0.0809463,0.14208,0.114158,0.0703297,0.0802121,0.029883,0.0752376,0.0,0.015042,0.0471508,0.0458439,0.0807863,0.0474929,0.0392669,0.0907313,0.045306,0.0506103,0.051795,0.0,0.452416,0.0513581,0.0517125,0.0205849,0.0770762,0.0302374,0.0328367,0.0247439,0.0948098,0.0263539,0.00875534,0.0394609,0.276583,0.0339932,0.285354,0.0247095,0.0169622,0.0426025,0.0283417,0.0317935,0.129829,0.0656333,0.0207655,0.024196,0.449083,0.943516,0.0353567,0.493323,1.53802,0.0496092,0.0578971,0.328155
TMEM105,least likely,0.123297259,0.0001,0.0034,0.0012,,,,0.052631346,,,,,,219.12705,3.20049,,0.011619609,0.73,0.0717115,0.0420117,0.274119,0.0463873,0.0375449,0.043929,0.209741,0.0194848,0.0179197,0.0162766,0.0159402,0.0204466,0.0230931,0.0174813,0.0205014,0.0195546,0.0148876,0.0145506,0.0672839,0.0216275,0.19312,0.0110185,0.0144868,0.0467956,0.0324287,0.0346792,0.116685,0.0324311,0.464685,0.0282987,0.0556298,0.00738062,0.0,0.458552,0.0340725,1.43849,0.26165,0.315352,0.16265,0.0954095,0.0654389,0.0213654,0.0583301,0.143064,0.271143,0.365942,0.208458,0.27837,0.0531466,0.300096,0.35443,0.0422403,0.42327,0.0326174
GABARAPL3,least likely,0.171224996,-0.0033,0.0001,-0.0032,,,,0.092183797,,,,,,475.10373,4.50403,,0.019405965,,0.021819,0.0224791,0.0267056,0.0,0.0347601,0.0581324,0.033544,0.0329738,0.0581623,0.0546046,0.175395,0.141579,0.0592356,0.0801114,0.035134,0.0907459,0.0754803,0.0472907,0.0208279,0.0321878,0.0213379,0.0,0.0,0.0,0.0343899,0.0,0.0,0.0141015,0.0,0.0,0.0,0.021407,0.0183604,0.0175814,0.0367341,0.016121,0.0300371,0.0333116,0.036596,0.0277574,0.0353034,0.0402151,0.0978896,0.0,0.0,0.0,0.0130542,0.0,0.0199936,0.840847,0.0302424,0.0293578,0.0,0.0
EIF2S3L,least likely,0.375431418,0.0034,-0.01165,-0.0036499999999999,,,,,,,,,,2315.23154,8.90959,,0.147907105,,0.285121,0.241998,0.203026,0.273591,0.266669,0.37324,0.224292,0.0553792,0.065859,0.0683401,0.170243,0.141149,0.0719968,0.102942,0.0526063,0.0599442,0.0716255,0.053561,0.121887,0.0760047,0.259764,0.538222,0.844305,0.303778,0.364984,0.303244,0.469787,0.235479,0.228861,0.246681,0.318078,0.114712,0.0778795,0.0991694,0.113477,0.0799235,0.296178,0.212664,0.165994,0.274754,0.601797,0.161787,0.14607,0.19105,0.252049,0.266198,0.443561,0.182784,0.218415,2.64307,0.26533,0.388873,0.366285,0.151374
RFPL3S,least likely,0.146139458,0.003,0.003,0.0212,,,,,,,,,,28.92481,0.92393,,0.415441822,,0.648079,0.702279,0.465675,0.881984,0.913557,0.712104,0.923728,0.653704,0.649478,0.980614,5.0397,4.99092,0.897246,0.812406,0.802355,0.97872,1.0408,0.853463,1.06857,0.68667,0.871495,0.245911,0.946083,1.84579,1.60458,0.899847,0.724638,0.770944,0.429532,0.698982,1.15532,0.288547,0.159532,0.656864,1.24233,0.388028,1.1831,0.687027,0.235224,1.72776,1.68637,0.36143,2.62571,1.87416,1.21759,1.05248,1.06229,2.34467,0.678057,64.7789,1.37032,1.33019,1.17604,0.395956
TLX1NB,least likely,0.179693475,0.0103,-0.0002,0.0265,,,,,,,,,,838.36016,5.67049,,0.019335617,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23103,0.0,1.67001,0.0,0.0,0.0,0.0
PRR25,least likely,0.179693475,-0.0034,0.0011,0.0009,,,,,,,,,,3429.21292,11.24303,,3.13e-06,,0.086247,0.0412856,0.0463611,0.121156,0.105002,0.0764343,0.166341,0.124343,0.136589,0.125683,0.305427,0.267247,0.190655,0.159587,0.129206,0.135034,0.152183,0.127433,0.152991,0.11311,0.0903331,0.123246,0.224228,0.0448066,0.225462,0.110699,0.106046,0.101343,0.0792539,0.0979855,0.238036,0.0222922,0.0192003,0.054797,0.140908,0.0240839,0.106183,0.0917531,0.0,0.215158,0.16955,0.0245377,0.187685,0.174114,0.058845,0.0619711,0.180288,0.246126,0.0854355,0.537825,0.240924,0.170255,0.106428,0.10088
COX6A1P2,least likely,0.139342904,-0.0096,0.0065,-0.0177,,,,,,,,,,179.81977,2.91368,,0.139600416,,2.86679,2.69875,2.44916,2.94097,2.97364,3.53535,2.00435,6.11085,5.33469,3.62519,3.14057,2.96631,4.93294,5.74064,4.47008,4.49759,4.03182,3.39469,3.84091,5.27619,2.64958,2.24555,3.42909,1.80571,1.59806,2.81259,3.45208,2.61658,3.48807,2.88552,2.61624,0.826091,0.603163,2.86961,3.89378,2.01895,3.16768,1.95829,0.258921,2.68815,1.97098,0.859242,3.04681,2.37905,2.70706,3.16473,4.09096,4.87448,2.6454,2.81402,3.50419,2.23203,2.76381,1.36303
C11orf40,least likely,0.146139458,0.0049,-0.0018,0.0047,,,,,,,,,,,,,4.85e-08,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126992
LINC00692,least likely,,-0.00295,-0.0105,-0.0047,,,,,,,,,,76.32231,1.83132,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.987,0.0,0.0,0.0,0.0
PALM2,least likely,0.132359073,0.00185,-0.003,0.0021999999999999,,,,,,,,,,62.549,1.61635,,0.003893171,-0.11,2.10847,1.42533,0.712634,3.95068,1.72538,2.331,0.302035,1.34897,1.08923,1.19395,0.394815,0.414613,1.51512,1.63796,1.588,1.56183,1.31494,1.2499,1.25066,1.11389,1.13703,2.61602,0.0793873,0.935317,0.864614,0.274765,0.133244,0.275852,0.130803,0.235026,0.525546,1.63019,0.782174,0.155363,0.429585,1.41016,2.37719,0.35551,0.178258,0.503156,0.324913,0.0795425,0.697898,0.220066,0.433477,0.422295,0.143988,0.0295098,0.0965158,0.298579,1.03269,1.6431,0.24198,0.0
DSCR4,least likely,0.146139458,0.0013,0.0016,0.0043,,,,,,,,,,38.01909,1.12894,,0.001317005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914702,0.0,0.0,0.0,0.0
C15orf32,least likely,0.146139458,-0.0010999999999999,0.0008,0.0096,,,,,,,,,,,,,0.005509554,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63846,0.0,0.0,0.0,0.0
LINC00923,least likely,,-0.0007,-0.0041,-0.0092,,,,,,,,,,31.91972,1.00405,,,,0.0533271,0.10978,0.462361,0.0140517,0.0469688,0.00894724,0.388222,0.0842004,0.0987061,0.0540268,0.00823859,0.0155969,0.212935,0.197796,0.0618646,0.103373,0.0521208,0.0260047,0.0456236,0.0495217,0.0776554,0.0,0.0,0.296437,0.433755,0.521519,0.407209,0.78748,0.0764505,1.47836,0.299722,0.184805,0.157336,0.0605933,0.166885,0.124895,0.176084,0.0494933,0.0,0.333738,0.0886934,0.235629,0.79611,0.24792,0.0276238,0.0236102,0.224806,0.171071,0.117954,1.45915,0.743723,0.419927,0.133683,0.0
GTSCR1,least likely,,0.0009,0.0057,0.0068,,,,,,,,,,263.8848,3.48523,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0830164,0.0,1.16751,0.0,0.0,0.0,0.198994
MTRNR2L9,least likely,,0.00025,0.0004,0.0004,,,,,,,,,,0.6781,0.01089,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
